Konten,Kelas
" : “pak bagyo penjual bakso ini dulunya adlh seorang intel/serse, ditugaskan untuk menyelidiki kasus judi gaple dipasar karangturi, pak bagyo menyamar menjadi tukang bakso, kasus tidak pernah terungkap tapi baksonya malah laris manis, sekarang malah buka cabang di pasar ngipik.” sumber : https://perma.cc/k8jy-j6zz (arsip) – sudah diretwit 27.800 kali saat tangkapan layar diambil. =============================================== ",HOAX
" : viral postingan akun twitter @ricohore tentang penjual bakso yang merupakan eks inteljen ternyata hanya karangan belaka. ini penjelasan pemilik akun. selain ceritanya merupakan fiksi belaka, foto penjual bakso dalam postingan tersebut bukanlah pak bagyo yang berjualan bakso di dekat pasar ngipik, kecamatan banguntapan, kabupaten bantul. rico (26), warga kecamatan banguntapan, kabupaten bantul membenarkan bahwa dialah yang mengunggah postingan tersebut di akun twitter @ricohore. namun, kisah dalam postingannya hanyalah karangan belaka. “itu cuma cerita-cerita karangan saja mas, cerita penjual bakso yang pernah jadi intel itu hanya bercanda, saya juga kaget kok malah jadi ramai kaya gitu,” ucapnya saat dihubungi detikcom melalui sambungan telepon, sabtu (12/10/2019). terkait apa yang mendasarinya memposting kisah tersebut, rico mengaku terinspirasi dari viralnya foto seorang penjual bakso yang tengah berkomunikasi dengan handy talky saat mangkal di pinggir jalan. “kan ada foto yang beredar tukang bakso bawa ht itu, foto lama itu, nhah saya terinspirasi dari situ,” ujarnya. selain itu, cabang bakso pak bagyo yang berlokasi di dekat pasar ngipik juga hanyalah karangan belaka. rico menyebut, foto penjual bakso dalam postingannya bukanlah pak bagyo, dan tidak berjualan di pasar ngipik, kecamatan banguntapan, kabupaten bantul. “kalau baksonya (penjual bakso yang ia posting) memang ada mas, baksonya itu kalau sore mangkal di ringroad selatan, dan kalau malam pindah di jf futsal. lha, kebetulan saya sering beli baksonya kalau habis futsal di jf (jogokariyan futsal) mas, dan pas itu saya gabut nulis-nulis ngarang aja malah jadi rame kek gini, ya kaget,” katanya sembari disusul gelak tawa. “jadi foto penjual bakso itu bukan di pasar ngipik, itu penjual bakso keliling di dekat jogokariyan futsal. wong saya juga tidak tahu nama penjual baksonya itu siapa, hanya mengarang saja,” imbuh rico. rico menambahkan, bahwa ia tidak memiliki maksud tertentu dalam postingannya tersebut. menurutnya, ia hanya memosting secara spontan dan bermaksud untuk hiburan semata. ",FAKTA
": ini hasil foto satelit 3 dimensi kepulauan maluku, ternyata posisi ambon lease tepat di atas tubir jurang palung laut paling dalam di dunia,.. justru hal paling menakutkan bagi para ahli bagi seram ambon lease bukan tsunami akan tetapi yg lebih mengerikan adalah patahan atau longsoran jika itu terjadi maka pulau ambon lease, seram dan sekitarnya ikut patah atau longsor masuk ke dalam jurang palung laut berkilo kilo di dasar lautan, peristiwa sejenis yang dikhawatirkan itu pernah terjadi seratus tahun lalu di seram misteri tenggelamnya tanjung elpaputi,.. saat itu elpaputi bukan di hantam tsunami, tetapi faktanya tanjung elpaputi patah dan jatuh menghilang bersama longsoran ke dalam palung laut seram,…  banyak berdoa untuk keselamatan pulau ambon lease. =====  ",HOAX
": beredar informasi yang menyebutkan kepulauan maluku (ambon dan seram) akan tenggelam ke palung laut. hal itu diklaim berdasarkan foto citraan satelit yang diedarkan melalui pesan berantai tersebut melalui whatsapp. berdasarkan hasil penelusuran, diketahui bahwa informasi tersebut tidak benar. pusat penelitian laut dalam lipi (p2ld) menyatakan kabar bahwa posisi maluku berada di tubir jurang dan akan ambles jika ada longsor palung laut, sebagaimana informasi yang sedang beredar di masyarakat saat ini, adalah hoaks.  “maluku tidak berada di tubir jurang. memang ada palung laut tapi bukan jurang seperti dibayangkan oleh masyarakat yang bisa longsor begitu saja,” kata kepala p2ld lipi nugroho dwi hananato. nugroho pun menyatakan, informasi yang beredar tidak benar lantaran tidak memiliki landasan dan fakta ilmiah. oleh karena itu, menurutnya, masyarakat diimbau untuk tidak panik dan khawatir akan terjadi bencana mengerikan sebagaimana disebutkan dalam gambar yang beredar. “itu bukan foto tiga dimensi tapi gambar data batimetri atau morfologi dasar laut yang dikirimkan dari satelit. gambarnya diperkecil jadi jaraknya terlihat dekat tapi sebenarnya jaraknya jauh,” ucapnya. ahli geologi itu menjelaskan palung laut terdalam di dunia bukan di maluku, melainkan palung mariana di kepulauan mariana, filipina yang memiliki kedalaman sekitar 11.000 meter di bawah permukaan laut, sedangkan di maluku, palung terdalam berada di laut banda, dengan kedalaman diperkirakan 7.700 meter di bawah permukaan laut. bebatuan penyusun lereng bawah laut di dalam zona subduksi seperti laut banda, umumnya tersusun oleh campuran kerak benua dan kerak samudera sehingga tidak mudah patah maupun longsor begitu saja. ia menyebut belum ada bukti maupun fakta ilmiah yang bisa menjelaskan bahwa longsornya lereng palung banda juga bisa ikut menenggelamkan ambon, pulau-pulau lease, dan seram. senada dengan nugroho, ahli tsunami dari badan nasional penanggulangan bencana (bnpb) dr abdul muhari memberikan klarifikasi atas berbagai hal, mulai dari foto yang digunakan, hingga isu dua pulau besar yang akan ambles ke palung laut.  pertama, mengenai foto perairan kepulauan maluku yang digunakan oleh penyebar informasi, disebut sebagai foto biasa yang dapat dengan mudah didownload di google. muhari juga menyebutkan, satelit tidak dapat menunjukkan potret kedalaman laut.  “gambar tersebut bukanlah foto satelit 3d, karena satelit tidak bisa membuat foto dasar laut apalagi hingga kedalaman 7 km di bawah permukaan laut,” kata muhari.  lebih lanjut mengenai foto, ia menyebut peta itu adalah gambar batimetri yang dimanipulasi sedemikian rupa dan dilengkapi dengan keterangan berbau ilmiah untuk menakuti masyarakat.  selain itu, mengenai pulau yang bisa longsor ke dasar lautan, muhari menyebut selama ini belum ada sejarah gempa dan tsunami di dunia yang menenggelamkan pulau sebesar ambon dan seram. dengan begitu, asumsi tidak dapat dibenarkan.  terlebih dengan adanya hasil penelitian dari australia dan inggris oleh jonathan m. pownall, gordon s. lister, dan robert hall yang menunjukkan tidak adanya bukti kuat bahwa segmen palung banda bersifat aktif.  “jadi jika ada berita atau tulisan yang mengaitkan hasil penelitian tersebut dengan prediksi-prediksi kejadian gempa atau tsunami yang akan terjadi di ambon, maka itu adalah hoaks,” tegas muhari. untuk itu, masyarakat diminta untuk tidak panik dan termakan hoaks yang beredar. “ini harus kita sikapi dengan bijak dengan meningkatkan kesiapsiagaan masyarakat dan persiapan rencana evakuasi mandiri yang baik,” kata muhari. =====  ",FAKTA
" : “inalillahi wainailaihi rajioun..mari kita berdoa semoga tidak terjadi bencana alam yang lebih besar…. hujan batu sebesar rumah telah jatuh di purwakarta, indonesia, sepertinya serpihan meteor yang menuju bumi..mari istighfar dan berdoa kepada allah swt..” sumber : https://perma.cc/kh6b-pdxj (arsip) – sudah dibagikan 28 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  faktanya, batu-batu berukuran besar yang menghancurkan sejumlah rumah itu muncul akibat aktivitas peledakan batu di lokasi tambang milik perusahaan pt mandiri sejahtera sentra (mss) pada 8 oktober 2019. lokasi yang terdampak adalah kampung cihandeuleum, desa sukamulya, tegalwaru, purwakarta. “ada tujuh rumah milik warga dan satu bangunan sekolah yang rusak setelah tertimpa batu besar dari atas gunung cihandeuleum,” kata kepala dinas penanggulangan bencana dan pemadam kebakaran purwakarta, wahyu wibisono. bupati purwakarta anne ratna mustika sampai turun langsung meninjau lokasi terdampak di kampung cihandeuleum, desa sukamulya, tegalwaru, purwakarta, pada 10 oktober 2019. dia lantas meminta pemprov jawa barat mencabut izin perusahaan tersebut jika terjadi kesalahan sop. ”jika terbukti hujan batu tersebut karena blasting, saya harap ditutup saja. apalagi, penuturan warga, batu yang jatuh itu bentuknya seperti terbelah. beda kalau memang menggelinding,” tegas anne. selain itu menurut anne, secara kesuluruhan perusahaan pertambangan di purwakarta kepada pad purwakarta tidak terlalu memberikan kontribusi, bahkan pt. mss saja dalam setahun hanya memberikan kontribusi maksimal rp1,5 miliar. “bandingkan saja dengan kerusakan yang ditimbulkan, jalan kabupaten rusak, kondisi lingkungan saya kira wajar apabila permintaan warga dan dari kami untuk ditutup saja,” jelas anne. sedangkan untuk warga kampung cihandeleum yang berjumlah 58 kk atau 320 jiwa, pemkab purwakarta memberikan bantuan berupa trauma healing. apalagi ketika langsung ke lokasi tampak warga trauma dan takut kembali ke rumah. “kita siapkan petugas trauma healing untuk warga, karena psikologis mereka apalagi melihat batu besar yang menggelinding berdampak trauma hebat,” katanya. sementara itu, polres purwakarta melimpahkan kasus jatuhnya batu-batu besar di permukiman kampung cihandeuleum, desa sukamulya, kecamatan tegalwaru, kabupaten purwakarta, dilimpahkan ke polda jabar.  “dilimpahkan ke polda jabar. pertimbangannya karena atensi nasional, viral dan penerapan pasal yang komprehensif,” kata kasat reskrim polres purwakarta akp handreas ardian ketika dihubungi kompas.com, senin (14/10/2019). handreas mengungkapkan, polres purwakarta sudah memeriksa tujuh orang saksi. tiga di antaranya dari pt mandiri sejahtera sentra (mss), yakni juru ledak, pembantu juru ledak, dan pengawas operasional.  “sisanya dari warga terdampak,” katanya.  sebelumnya, batu-batu besar itu jatuh akibat proses blasting yang tidak sesuai standar operational procedure (sop). ",FAKTA
" pelintiran dikaitkan dengan yang sedang tren. sudah ada aturan tersendiri mengenai penyampaian informasi melalui media sosial, yaitu di uu ite ( informasi dan transaksi elektronik). selengkapnya di bagian  “mohon ijin sekedar info, menginformasikan bahwa sinyal internet untuk di berhentikan di seluruh indonesia mulai pukul 18 00 sampai pukul 20 00. just info buat kawan” ku semua.  semua wa eror karena ada pemasangan cc rekam wa , fb , ig , twitter , line yaa berbasis sosmed . jadi harap berhati” dalam berucap dan berketik di sosmed..  semua aktifitas hp dll….terpantau 100% mulai besok sudah berlaku :* semua  panggilan   dicatat. …” salinan narasi selengkapnya di (2) bagian referensi. ====== ",HOAX
" (1) http://bit.ly/2rhtadc / http://bit.ly/2mxvn7s, first draft news: “konten palsu konten baru yang 100% salah dan didesain untuk menipu serta merugikan”. * pesan berantai yang dibagikan oleh sumber adalah hoaks yang berkali-kali didaur ulang dengan tambahan variasi narasi pelintiran dikaitkan dengan yang sedang tren. (2) detiknews: “… detikcom melakukan konfirmasi kepada kementerian komunikasi dan informatika (kemkominfo) terkait sebaran boradcast tersebut. plt kepala biro humas kominfo noor iza mengatakan bahwa pesan tersebut adalah hoax alias kabar bohong. “jelas hoax itu. tulisan tersebut adalah hoax,” ujar noor iza kepada detikcom, kamis (20/7/2017). noor menjelaskan, pemerintah telah memiliki aturan tersendiri soal penyampaian informasi melalui media sosial. aturan tersebut terdapat pada uu ite ( informasi dan transaksi elektronik). “kalau konten negatif sudah ada aturan. perbuatan yang dilarang pasal 27 sampai dengan pasal 37 uu nomor 1 tahun 2008 tentang ite,” jelasnya. …” selengkapnya di http://bit.ly/2vghieo / http://bit.ly/2vgkeb3 (arsip cadangan). ====== ",FAKTA
" : “ngeri si, semoga tmn2 yg ada disana selamat amin yrb #prayforjapan“ sumber : https://perma.cc/lrv2-cd48 (arsip) – sudah diretwit 85 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  ada kejanggalan dalam foto itu. tampak masih banyak orang di pesisir pantai, bahkan seperti sengaja menikmati pemandangan tersebut. padahal, hagibis merupakan topan yang mampu mendatangkan angin dan ombak ganas. sulit diterima akal kalau banyak orang di tepi pantai ’’menunggu’’ topan hagibis. berdasarkan hasil penelusuran yang dilakukan oleh tim jawa pos, foto awan tebal yang sebagian memanjang di atas garis pantai itu bukan kejadian di jepang. momen tersebut diabadikan don burdick saat mengunjungi pantai rehoboth, delaware, amerika serikat, pada 19 agustus 2019. hasil jepretan burdick itu dimuat di the washington post pada 26 agustus 2019. judulnya, ’spectacular’ and ’insane’: creepy shelf cloud looms over popular delaware beach. ’’kami baru saja menghabiskan 42 dolar untuk payung dan kursi, sayangnya harus berkemas setengah jam kemudian,’’ kata burdick yang bergegas mencari perlindungan di restoran green turtle. disebutkan, shelf cloud atau awan landas merupakan penanda badai yang segera datang. ada juga yang menyebutnya tsunami awan. bentuknya memanjang horizontal dan posisinya cukup rendah. the washington post menyebut awan itu sebagai penanda badai dengan kecepatan 75 mph di lepas pantai. umumnya, awan tersebut muncul sebelum hujan atau petir. ",FAKTA
": berikut susunan kabinet ii jokowi-amin yang baru saja #ngafebisnis terima : komposisi ideal kabinet kerja jilid ii periode 2019-2024 presiden ri: ir. h. joko widodo wakil presiden ri: prof. dr (hc) kh. ma’ruf amin menteri koordinator 1. menteri koordinator bidang polhukam : luhut binsar pandjaitan 2. menteri koordinator bidang perekonomian: sri mulyani 3. menteri koordinator bidang pembangunan manusia dan kebudayaan : kh. said aqil siradj 4. menteri koordinator bidang kemaritiman: moeldoko menteri 1. menteri sekretaris negara: pratikno 2. menteri perencanaan pembangunan negara/kepala bappenas : rini soemarno wakil menteri : hariyadi sukamdani 3. menteri dalam negeri : olly dodokambey 4. menteri luar negeri & perdagangan internasional : retno marsudirini wakil menteri : mahendra siregar 5. menteri pertahanan : budi gunawan wakil menteri : hasto kristiyanto 6. menteri hukum & ham : hikmanto djuwana   wakil menteri :  lawrence tp siburian 7. menteri komunikasi & informatika: wahyu sakti trenggono wakil menteri : anggela herliani tanoesoedibjo 8. menteri pan & reformasi birokrasi: achmadi noor supit wakil wakil menteri : aria bima 9. menteri keuangan : chatib basri wakil menteri : erani yustika 10. menteri badan usaha milik negara (bumn): erick thohir wakil menteri : wisnu broto setyo 11. menteri pertanian: abdul kadir karding 12. menteri koperasi & ukm: prananda prabowo wakil menteri : diaz hendropriyono 13. menteri perindustrian & perdagangan: airlangga hartarto wakil menteri :  thomas trikasih lembong 15. menteri investasi/kepala bkpm: sandiaga uno wakil menteri : achmad baiquni 16. menteri digital & ekonomi kreatif: tantowi yahya wakil menteri : bahlil lahadalia 16. menteri ketenagakerjaan: hanif dhakiri 17. menteri pu & perumahan rakyat :  basuki hadi muljono wakil menteri : emil dardak 18. menteri kehutanan, agraria, & tata ruang : amran  sulaiman wakil menteri : i gede pasek suardhika 19. menteri lingkungan hidup agun gunandjar sudarsa : wakil menteri : lenis kogoya 21. menteri agama : m. arwani thomafi 22. menteri kesehatan: benny octavianus wakil menteri : terawan agus putranto 23. menteri kesejahteraan sosial : agus gumiwang  kartasasmita wakil menteri :  erico sutarduga 24. menteri pemberdayaan perempuan & perlindungan anak : yenni zannuba wachid wakil menteri : grace nataliey 25. menteri pendidikan dasar & menengah : k.h. haedar nashir wakil menteri : kh. maman imanulhaq 26. menteri pariwisata & kebudayaan : triawan munaf wakil menteri : riyad 27. menteri pendidikan tinggi : sofyan jalil wakil menteri : nadiem makarim 28. menteri riset & teknologi/badan riset nasional: ilham habibie wakil menteri : rhenald kasali 28. menteri desa & pdt: djarot saiful hidayat wakil menteri : billy mambasar 29. menteri transportasi: budi karya sumadi wakil menteri : rusdi kirana 30. menteri kelautan & perikanan : susi pudjiastuti wakil menteri : prananda surya paloh 31. menteri energi & sumber daya mineral : jonny g. plate wakil menteri : nicke widyawati 32. menteri pemuda & olah raga : agus harimurti yudhoyono. pejabat setingkat menteri 1. jaksa agung: noor rachmad 2. panglima tni: andhika perkasa 3. kapolri: tito karnavian 4. sekretaris kabinet : hadi tjahjanto 5. kepala badan intelijen negara : joni supriyanto 6. kepala staf kepresidenan : pramono anung wibowo empat jabatan baru   1. kepala pusat legislasi nasional : machfud md wakil kepala badan : yusril izha mahendra 2. kepala lembaga ekonomi & keuangan syariah: kh. eman suryaman 3. kepala badan manajemen pengembangan talenta : roslan p. roeslani 4. kepala badan otorita pemindahan ibukota: bambang brodjonegoro 5. kepala badan perpajakan & pendapatan nasional : m. misbakhun 6. kepala badan  pembangunan destinasi pariwisata nasional (bpdpn) arief yahya juru bicara kepresiden : 1. effendi ghazali (ui) 2. najwa shihab (ui) 3. saiful maarif (unair) === ",HOAX
